id,name,category,primary_muscles,secondary_muscles,difficulty,equipment,exercise_type,sets,seconds_per_set,repetitions_per_set,rest,video,thumbnail,pro_only,uses_weights,thumbnail_url,video_url
372,Arnold press - DBs,strength,Front Shoulders,"Upper Back, Triceps, Shoulders",Intermediate,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_db012.mp4,1cf4c0d20e0216616aad54e9b5b12619ace8.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/1cf4c0d20e0216616aad54e9b5b12619ace8.png,https://static.virtuagym.com/videos/2023_db012.mp4
283,"Marching in place, duration",cardio,Cardiovascular System,Full Body,Novice,-,time_based,0,,,"30,30,30,30,30",2023_cw002.mp4,9cc39395b7bfff93578622ef9b97275ca1d2.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/9cc39395b7bfff93578622ef9b97275ca1d2.png,https://static.virtuagym.com/videos/2023_cw002.mp4
49,Crunch - FB,strength,Abs - Straight Abs,,Intermediate,Exercise ball,repetition_based,3,,"10,10,10","30,30,30,30,30",2023_eb016.mp4,45a4438efb6082ab771e2df1c9f9a296d48a.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/45a4438efb6082ab771e2df1c9f9a296d48a.png,https://static.virtuagym.com/videos/2023_eb016.mp4
177,Crunch,strength,Abs - Straight Abs,,Novice,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_xa003.mp4,871ddcce3027a5ca908920b266dd7b794b1d.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/871ddcce3027a5ca908920b266dd7b794b1d.png,https://static.virtuagym.com/videos/2023_xa003.mp4
199,"One arm side row, left - DB",strength,Upper Back,"Biceps, Lats, Back Shoulders",Intermediate,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_db006.mp4,6535491f6a1e1731320b2341a9964b8c3c52.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/6535491f6a1e1731320b2341a9964b8c3c52.png,https://static.virtuagym.com/videos/2023_db006.mp4
162,Air squat,strength,Quads,"Glutes, Hamstrings, Lower Back",Novice,-,repetition_based,3,,"10,10,10","30,30,30,30,30",2023_xl001.mp4,be5ccfca084c6e20a78e065e213100452944.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/be5ccfca084c6e20a78e065e213100452944.png,https://static.virtuagym.com/videos/2023_xl001.mp4
463,Air squat sumo,strength,Quads,"Glutes, Hamstrings, Lower Back, Abductor",Beginner,-,repetition_based,3,,"12,12,12","30,30,30,30,30",2023_xl015.mp4,ced0eab98bb57da58453e931685078cd201f.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/ced0eab98bb57da58453e931685078cd201f.png,https://static.virtuagym.com/videos/2023_xl015.mp4
181,Windmill,strength,Obliques,,Novice,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_xf002.mp4,6382974eb8724c8f318e5f7b2785e5340b4b.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/6382974eb8724c8f318e5f7b2785e5340b4b.png,https://static.virtuagym.com/videos/2023_xf002.mp4
275,Sicilian crunch - Plate,strength,All Abs,,Novice,Weight plate,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_da001.mp4,44c81e70b18ea2f9888e83cfe17440b6138a.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/44c81e70b18ea2f9888e83cfe17440b6138a.png,https://static.virtuagym.com/videos/2023_da001.mp4
169,Push-up wall,strength,Chest,Triceps,Novice,Wall,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_xc006.mp4,8cb5878c9f9c867d2920684b145420c75d45.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/8cb5878c9f9c867d2920684b145420c75d45.png,https://static.virtuagym.com/videos/2023_xc006.mp4
1990,"Leg cross lying, alternated",strength,Abs - Straight Abs,,Novice,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_xa021.mp4,fbbaba8b1dc7786276ab704ca9537d6c2d84.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/fbbaba8b1dc7786276ab704ca9537d6c2d84.png,https://static.virtuagym.com/videos/2023_xa021.mp4
281,"Jumping jacks, duration",cardio,Cardiovascular System,Full Body,Novice,-,time_based,0,,,"30,30,30,30,30",2023_cw003.mp4,f7f6d1f736faa42110dd60307430e5891a6c.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/f7f6d1f736faa42110dd60307430e5891a6c.png,https://static.virtuagym.com/videos/2023_cw003.mp4
209,"Concentration curl, right - DB",strength,Biceps,,Novice,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_di002m.mp4,ddcf269cd1bbcce58497d5e3a34d983ad313.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/ddcf269cd1bbcce58497d5e3a34d983ad313.png,https://static.virtuagym.com/videos/2023_di002m.mp4
397,"Cooling down, duration",cardio,Full Body,,Novice,-,time_based,0,,,"30,30,30,30,30",2023_cw002.mp4,30764c7e8ff2c17eee2f522992217200b677.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/30764c7e8ff2c17eee2f522992217200b677.png,https://static.virtuagym.com/videos/2023_cw002.mp4
208,"Concentration curl, left - DB",strength,Biceps,,Novice,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_di002.mp4,976304ea4f9061f01d777e244da4b3b4eed8.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/976304ea4f9061f01d777e244da4b3b4eed8.png,https://static.virtuagym.com/videos/2023_di002.mp4
174,Front rotation,strength,Middle Shoulders,"Back Shoulders, Front Shoulders",Novice,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_xs003.mp4,5a9682d712c0ba534e58a857d502f298e695.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/5a9682d712c0ba534e58a857d502f298e695.png,https://static.virtuagym.com/videos/2023_xs003.mp4
398,"Side bend, left - DB",strength,Obliques,,Novice,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_da002m.mp4,2bff4941f2c54d2c156e8210d388404ecb49.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/2bff4941f2c54d2c156e8210d388404ecb49.png,https://static.virtuagym.com/videos/2023_da002m.mp4
172,"Superman, alternated",strength,Lower Back,,Novice,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_xb003.mp4,9cd19773bd0809509560c1c53c63d349e1f1.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/9cd19773bd0809509560c1c53c63d349e1f1.png,https://static.virtuagym.com/videos/2023_xb003.mp4
200,"One arm side row, right - DB",strength,Upper Back,"Biceps, Lats, Back Shoulders",Intermediate,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_db006m.mp4,f9a88de5f49cce4888ffd6e10226b0fd23a6.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/f9a88de5f49cce4888ffd6e10226b0fd23a6.png,https://static.virtuagym.com/videos/2023_db006m.mp4
180,Sun Salutation,strength,Full Body,,Intermediate,-,repetition_based,1,,3,"30,30,30,30,30",2023_xf001.mp4,43e73979328b8a72e737715ca128dd3b5ec0.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/43e73979328b8a72e737715ca128dd3b5ec0.png,https://static.virtuagym.com/videos/2023_xf001.mp4
399,"Side bend, right - DB",strength,Obliques,All Abs,Novice,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_da002.mp4,3df22f750cb692e303f565e3a242a29da17f.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/3df22f750cb692e303f565e3a242a29da17f.png,https://static.virtuagym.com/videos/2023_da002.mp4
178,Human board high,cardio,Abs - Straight Abs,,Novice,-,time_based,0,,,"30,30,30,30,30",2023_xa004.mp4,ab6dcabadc9e463f3847b886e8db20e7c616.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/ab6dcabadc9e463f3847b886e8db20e7c616.png,https://static.virtuagym.com/videos/2023_xa004.mp4
356,Stiff legged deadlift - Barbell,strength,"Lower Back, Hamstrings, Glutes",,Beginner,Barbell,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_oa015.mp4,278c12d359d15bebd30e027813fa5b24cb23.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/278c12d359d15bebd30e027813fa5b24cb23.png,https://static.virtuagym.com/videos/2023_oa015.mp4
182,"Biceps curl standing, alternated - DBs",strength,Biceps,,Novice,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_dl001.mp4,0d24d316e017442f89f3a60c18eb189b39c7.png,FALSE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/0d24d316e017442f89f3a60c18eb189b39c7.png,https://static.virtuagym.com/videos/2023_dl001.mp4
411,Side raise seated - DBs,strength,Shoulders,,Novice,"Dumbbells, Bench",repetition_based,3,,"12,10,8","30,30,30,30,30",2023_ds004.mp4,529d2078bf29c8d529894017e60e19c5aeb1.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/529d2078bf29c8d529894017e60e19c5aeb1.png,https://static.virtuagym.com/videos/2023_ds004.mp4
176,Lying leg raise,strength,Abs - Straight Abs,,Novice,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_xa002.mp4,eacbd8578e75cfa868a805c383e434e656cf.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/eacbd8578e75cfa868a805c383e434e656cf.png,https://static.virtuagym.com/videos/2023_xa002.mp4
424,Goblet squat - DB,strength,"Quads, Glutes",Legs,Intermediate,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_rob078.mp4,bcc479948d7909decf96ff403cf8f2af60af.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/bcc479948d7909decf96ff403cf8f2af60af.png,https://static.virtuagym.com/videos/2023_rob078.mp4
260,Back raise hands on ground,strength,Lower Back,,Novice,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_id1479.mp4,f0ceaee995c3b986f8bad94e340bca92a4e9.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/f0ceaee995c3b986f8bad94e340bca92a4e9.png,https://static.virtuagym.com/videos/2023_id1479.mp4
408,Biceps curl two sides - DBs,strength,Biceps,,Intermediate,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_oa032.mp4,a232d6fdade0e4e6d9b8ae96cf4a692f436c.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/a232d6fdade0e4e6d9b8ae96cf4a692f436c.png,https://static.virtuagym.com/videos/2023_oa032.mp4
163,"Lunge, alternated",strength,Quads,"Glutes, Hamstrings",Novice,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_rob025a.mp4,67903697d81c34a8718a2f4b36c9916e7ba4.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/67903697d81c34a8718a2f4b36c9916e7ba4.png,https://static.virtuagym.com/videos/2023_rob025a.mp4
1997,Russian twist - DB,strength,Obliques,All Abs,Novice,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_da004.mp4,ae1102e4a1b7bc7140c9e6350ee55aba4eec.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/ae1102e4a1b7bc7140c9e6350ee55aba4eec.png,https://static.virtuagym.com/videos/2023_da004.mp4
168,Push-up knees,strength,Chest,Triceps,Novice,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_xc004.mp4,b49ea762df36aad3cf3dc2848ddcf3b313a1.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/b49ea762df36aad3cf3dc2848ddcf3b313a1.png,https://static.virtuagym.com/videos/2023_xc004.mp4
518,Rest,strength,,,Novice,-,time_based,0,,,"30,30,30,30,30",2023_sid0169.mp4,0caa95cef46920a85071b33db91879b58172.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/0caa95cef46920a85071b33db91879b58172.png,https://static.virtuagym.com/videos/2023_sid0169.mp4
164,"Split squat, right",strength,Quads,"Glutes, Hamstrings, Lower Back",Novice,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_xl004m.mp4,750f26ec4dc2452dd749ee35670792347b70.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/750f26ec4dc2452dd749ee35670792347b70.png,https://static.virtuagym.com/videos/2023_xl004m.mp4
4069,Ab rollout - FB,strength,Abs - Straight Abs,,Intermediate,Exercise ball,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_eb003.mp4,cecf9db72341fd4332284695236c3d9a9b56.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/cecf9db72341fd4332284695236c3d9a9b56.png,https://static.virtuagym.com/videos/2023_eb003.mp4
165,"Split squat, left",strength,Quads,"Glutes, Hamstrings, Lower Back",Novice,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_xl004.mp4,6fc90524cd7efdb057ec19bad40881e8d964.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/6fc90524cd7efdb057ec19bad40881e8d964.png,https://static.virtuagym.com/videos/2023_xl004.mp4
402,Straight arm pullover - Plate,strength,Chest,Lats,Intermediate,Weight plate,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_oa068.mp4,699cc4fd99191ad8f0bb31c0c147c46785ea.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/699cc4fd99191ad8f0bb31c0c147c46785ea.png,https://static.virtuagym.com/videos/2023_oa068.mp4
184,Lat pulldown wide grip front,strength,Lats,"Biceps, Back",Novice,Strength Machines - Weight stack,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_gb002.mp4,21c80cf5978db6abd5ce9dbdd5859fcff130.png,FALSE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/21c80cf5978db6abd5ce9dbdd5859fcff130.png,https://static.virtuagym.com/videos/2023_gb002.mp4
403,"Bench press, neutral grip - DBs",strength,Chest,"Front Shoulders, Triceps",Intermediate,Dumbbells,repetition_based,3,,"12,12,12","30,30,30,30,30",2023_oa099.mp4,9f813b77a76dfaa9abbccd8f9bfb3e035f94.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/9f813b77a76dfaa9abbccd8f9bfb3e035f94.png,https://static.virtuagym.com/videos/2023_oa099.mp4
173,Board to Mountain,strength,Abs - Straight Abs,,Novice,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_xs001.mp4,7078bd3e9722c78151273a97cb6a825d7c6e.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/7078bd3e9722c78151273a97cb6a825d7c6e.png,https://static.virtuagym.com/videos/2023_xs001.mp4
263,Back raise hands and legs lifted,strength,"Lower Back, Upper Back",,Advanced,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_xb008.mp4,8f268c7ed37bbd3df24ffac0200e520577d9.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/8f268c7ed37bbd3df24ffac0200e520577d9.png,https://static.virtuagym.com/videos/2023_xb008.mp4
282,Shoulder press - DBs,strength,Shoulders,,Beginner,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_ds003.mp4,b0e581a4640d5444ed4e4d2dcd2455f1cdcb.png,FALSE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/b0e581a4640d5444ed4e4d2dcd2455f1cdcb.png,https://static.virtuagym.com/videos/2023_ds003.mp4
3904,Burpee,strength,"Abs - Straight Abs, Quads","Glutes, Hamstrings, Lower Back",Novice,-,repetition_based,3,,"20,20,20","30,30,30,30,30",2023_uz001.mp4,f3e1c85d04bafc47cae4c28b0a38c48a03a1.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/f3e1c85d04bafc47cae4c28b0a38c48a03a1.png,https://static.virtuagym.com/videos/2023_uz001.mp4
166,Push-up - Table,strength,Chest,Triceps,Novice,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_xc001.mp4,85f7a79034a252f89996385a5f8db3db9ed2.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/85f7a79034a252f89996385a5f8db3db9ed2.png,https://static.virtuagym.com/videos/2023_xc001.mp4
5890,Triceps extension lying - Barbell,strength,Triceps,,Novice,Barbell,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_herman016.mp4,cc5b643b183fcbf1bb8dc27b2580453ef4f0.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/cc5b643b183fcbf1bb8dc27b2580453ef4f0.png,https://static.virtuagym.com/videos/2023_herman016.mp4
167,Push-up wide,strength,Chest,Triceps,Beginner,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_xc002.mp4,a4458f12c6462eb2f0c43785a9b4270222ba.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/a4458f12c6462eb2f0c43785a9b4270222ba.png,https://static.virtuagym.com/videos/2023_xc002.mp4
3910,Burpee squat,strength,"Chest, Abs - Straight Abs","Triceps, Front Shoulders",Intermediate,-,repetition_based,3,,"8,8,8","30,30,30,30,30",2023_id0061.mp4,764e0265e5b25863e81c43b9994aa3960ecf.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/764e0265e5b25863e81c43b9994aa3960ecf.png,https://static.virtuagym.com/videos/2023_id0061.mp4
183,Horizontal row machine,strength,Upper Back,"Biceps, Back Shoulders, Lats",Novice,Strength Machines - Weight stack,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_gb001.mp4,3af77227d5e2f2c9385efeb0564b4d8a2531.png,FALSE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/3af77227d5e2f2c9385efeb0564b4d8a2531.png,https://static.virtuagym.com/videos/2023_gb001.mp4
401,Reverse fly lying - DBs,strength,Upper Back,Back,Intermediate,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_db011.mp4,af33136ffc8d1ea9d85e757c0da889c0cbe4.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/af33136ffc8d1ea9d85e757c0da889c0cbe4.png,https://static.virtuagym.com/videos/2023_db011.mp4
187,Seated leg press machine,strength,"Quads, Glutes",Legs,Novice,Strength Machines - Weight stack,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_gl001.mp4,eaee0862ec03866448d0eb9fdcd1b4ec4f29.png,FALSE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/eaee0862ec03866448d0eb9fdcd1b4ec4f29.png,https://static.virtuagym.com/videos/2023_gl001.mp4
376,"Hip extension, Multi-hip machine, left",strength,"Glutes, Hamstrings",Legs,Novice,Strength Machines - Weight stack,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_equip020m.mp4,7a2c786610a23e30ca4de897b3fa76489185.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/7a2c786610a23e30ca4de897b3fa76489185.png,https://static.virtuagym.com/videos/2023_equip020m.mp4
212,Squat - DBs,strength,"Quads, Glutes","Lower Back, Legs",Novice,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_dl002.mp4,4800b0d1e407a0320b2bceda63cc6dd4eb04.png,FALSE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/4800b0d1e407a0320b2bceda63cc6dd4eb04.png,https://static.virtuagym.com/videos/2023_dl002.mp4
9205,Ab coaster,strength,All Abs,,Novice,Strength Machines - Weight stack,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_equip031.mp4,4c4b0158e102680623f328172d621a0c9667.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/4c4b0158e102680623f328172d621a0c9667.png,https://static.virtuagym.com/videos/2023_equip031.mp4
185,Seated chest press,strength,Chest,"Triceps, Front Shoulders",Novice,Strength Machines - Weight stack,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_gc001.mp4,f5e295c6fa3815d35ebe5aa9b488287f2929.png,FALSE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/f5e295c6fa3815d35ebe5aa9b488287f2929.png,https://static.virtuagym.com/videos/2023_gc001.mp4
1929,"Hamstring stretch straight leg, right",strength,Hamstrings,,Novice,-,repetition_based,1,,5,"30,30,30,30,30",2023_rl004.mp4,44fbc926b31f48111f31a4d7bc81f35a471f.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/44fbc926b31f48111f31a4d7bc81f35a471f.png,https://static.virtuagym.com/videos/2023_rl004.mp4
170,Superman,strength,Lower Back,,Novice,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_xz002.mp4,92b0e40747282d9a92c2a665c129f18a69d0.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/92b0e40747282d9a92c2a665c129f18a69d0.png,https://static.virtuagym.com/videos/2023_xz002.mp4
5924,"Side plank elbow knee star, left",strength,Obliques,"Glutes, Abductor",Novice,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_rob012.mp4,47a181ae57e96c96cc51080829e5ed232881.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/47a181ae57e96c96cc51080829e5ed232881.png,https://static.virtuagym.com/videos/2023_rob012.mp4
2,"Elliptical Trainer, duration",cardio,Cardiovascular System,Full Body,Novice,Cardio,repetition_based,0,,,"30,30,30,30,30",2023_cm002.mp4,c1e456a02192fce22dfd72242a236d261c36.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/c1e456a02192fce22dfd72242a236d261c36.png,https://static.virtuagym.com/videos/2023_cm002.mp4
5925,"Side plank elbow knee star, right",strength,Obliques,"Glutes, Abductor",Novice,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_rob012m.mp4,351430625f5c878069993f0289ebde73f8a9.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/351430625f5c878069993f0289ebde73f8a9.png,https://static.virtuagym.com/videos/2023_rob012m.mp4
201,Bent-over row seated - DBs,strength,Upper Back,"Biceps, Back Shoulders, Lats",Novice,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_db008.mp4,48cb203e22846aed270958225ad52bbef10b.png,FALSE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/48cb203e22846aed270958225ad52bbef10b.png,https://static.virtuagym.com/videos/2023_db008.mp4
264,Push-up decline - Box,strength,Chest,Triceps,Advanced,Box / step,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_xc008.mp4,934117c48481d822917af073ea64cdc1eb5a.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/934117c48481d822917af073ea64cdc1eb5a.png,https://static.virtuagym.com/videos/2023_xc008.mp4
179,Push-up wall narrow,strength,Triceps,Chest,Novice,Wall,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_xt001.mp4,ce6df1fe5c12c9a35b8e91b72b9340cc5e0e.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/ce6df1fe5c12c9a35b8e91b72b9340cc5e0e.png,https://static.virtuagym.com/videos/2023_xt001.mp4
1989,Reverse crunch straight legs,strength,Abs - Straight Abs,,Novice,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_xa022.mp4,01a6328f6c6ba9fb8eeec7c2443fe0431557.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/01a6328f6c6ba9fb8eeec7c2443fe0431557.png,https://static.virtuagym.com/videos/2023_xa022.mp4
253,"Crunch diagonal, left",strength,Obliques,,Novice,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_xa007.mp4,66b103522fb5844e0396e6020636cd0c1a4d.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/66b103522fb5844e0396e6020636cd0c1a4d.png,https://static.virtuagym.com/videos/2023_xa007.mp4
6074,Crunch decline - Bench,strength,Abs - Straight Abs,,Novice,Bench,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_bib05d.mp4,8fa65e54cecf2645f7901e47c0a7e1b185f5.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/8fa65e54cecf2645f7901e47c0a7e1b185f5.png,https://static.virtuagym.com/videos/2023_bib05d.mp4
252,"Crunch diagonal, right",strength,Obliques,All Abs,Novice,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_xa007m.mp4,79d3d48582a3a4642a0603595fe073a52470.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/79d3d48582a3a4642a0603595fe073a52470.png,https://static.virtuagym.com/videos/2023_xa007m.mp4
9174,Assisted kneeling pull up reverse grip,strength,Lats,"Back, Biceps",Novice,Strength Machines - Weight stack,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_oa122.mp4,bdd20d3d582c44b3d4280de20715a96ec1ac.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/bdd20d3d582c44b3d4280de20715a96ec1ac.png,https://static.virtuagym.com/videos/2023_oa122.mp4
215,"Split squat, right - DBs",strength,"Quads, Glutes",Legs,Novice,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_dl005m.mp4,fbfeff649658a37c53d01d331d772b83cfdc.png,FALSE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/fbfeff649658a37c53d01d331d772b83cfdc.png,https://static.virtuagym.com/videos/2023_dl005m.mp4
5903,Preacher curl - Barbell,strength,Biceps,,Novice,Barbell,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_herman020.mp4,7b4246e30a2f35136d2d1ccc7fa6ec7db283.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/7b4246e30a2f35136d2d1ccc7fa6ec7db283.png,https://static.virtuagym.com/videos/2023_herman020.mp4
216,"Split squat, left - DBs",strength,"Quads, Glutes",Legs,Novice,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_dl005.mp4,fa7af1fef9c958b50978a28cf1cd7267a528.png,FALSE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/fa7af1fef9c958b50978a28cf1cd7267a528.png,https://static.virtuagym.com/videos/2023_dl005.mp4
9171,Assisted dipping machine,strength,Triceps,,Novice,Strength Machines - Weight stack,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_equip003.mp4,64a5a94f064a6765cecadd7a5940a15e5655.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/64a5a94f064a6765cecadd7a5940a15e5655.png,https://static.virtuagym.com/videos/2023_equip003.mp4
35,Lateral raise standing - DBs,strength,Shoulders,,Novice,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_ds001.mp4,99cece5498cc014f91da033255ea06b3508f.png,FALSE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/99cece5498cc014f91da033255ea06b3508f.png,https://static.virtuagym.com/videos/2023_ds001.mp4
