id,exercise_name,category_name,primary_muscle_name,secondary_muscle_name,difficulty,equipment_name,exercise_type,sets,seconds_per_set,repetitions_per_set,rest_between_set,video_url_male,thumbnail_male,primary_joint_name,visible_for,exercise_intensity,intensity_value,distance,speed,met_id,gif_url,created_by,updated_by,created_by_type,updated_by_type,is_deleted
18570,"One leg deadlift zercher grip, right - SB",strength,"Lower Back, Quads, Glutes",,Intermediate,Sandbag,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0130.mp4,https://uploads.fitnfi.com/exercises/thumbnails/4b143d8b812eff673deeb37c18f2fc6376ca.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18992,Triceps stretch behind the back,strength,Triceps,,Novice,,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0039.mp4,https://uploads.fitnfi.com/exercises/thumbnails/abb21e958da00626cc0e7fcd8bb205e6d350.png,Elbow,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18571,"One leg deadlift zercher grip, left - SB",strength,"Lower Back, Quads, Glutes",,Intermediate,Sandbag,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0130m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/154cf1e37c83e53126000fd08e72ae67abf7.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18993,Horizontal row seated - MRB,strength,Upper Back,"Biceps, Back Shoulders, Lats",Beginner,Resistance band,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0041.mp4,https://uploads.fitnfi.com/exercises/thumbnails/7d281207f28a864ba86b7f24979ef6c8bddc.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18572,"One leg squat suitcase grip, right - SBS",strength,Quads,,Advanced,Sandbag,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0134.mp4,https://uploads.fitnfi.com/exercises/thumbnails/7aaa45c948b2164c4b6e96ddd889bb192ed7.png,"Fingers,Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18994,"Lattisimus stretch hanging, left",strength,Lats,,Novice,Wall,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0127.mp4,https://uploads.fitnfi.com/exercises/thumbnails/f55c208a80202802dce50b1de50b53b6c00d.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18573,"One leg squat suitcase grip, left - SBS",strength,Quads,,Advanced,Sandbag,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0134m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/de0373f266f44fd077f471c1658d237049e9.png,"Fingers,Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18995,"Lattisimus stretch hanging, right",strength,Lats,,Novice,Wall,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0127m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/e99c2d315cb46f04a22ae692d0a5bb76530c.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18575,"One leg squat suitcase grip, right - SB",strength,Quads,,Advanced,Sandbag,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0135.mp4,https://uploads.fitnfi.com/exercises/thumbnails/afc3064fd2b675fa70d3b9972197a156489a.png,"Fingers,Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19332,Reverse push-up - VP,cardio,Chest,Triceps,Beginner,Vibration training,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0153.mp4,https://uploads.fitnfi.com/exercises/thumbnails/1d14df8a251d49c617bb8cd36053d58f39b7.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18576,"One leg squat suitcase grip, left - SB",strength,Quads,,Intermediate,Sandbag,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0135m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/c91eb12353c4e493af62cdad287dd1691428.png,"Fingers,Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19333,Quadriceps massage - VP,cardio,Quads,,Novice,Vibration training,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0157.mp4,https://uploads.fitnfi.com/exercises/thumbnails/2924e52e37301974c67a598ed4177935d96b.png,"Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18577,"One leg squat bear hug, right - SB",strength,Quads,,Advanced,Sandbag,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0136.mp4,https://uploads.fitnfi.com/exercises/thumbnails/214677d5358bde0a27892de2c4bcbc477a33.png,"Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19334,"Adductor massage, right - VP",cardio,Adductor,,Novice,Vibration training,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0152.mp4,https://uploads.fitnfi.com/exercises/thumbnails/7c6f6d0fa9d582de0d6cc0591f7a6e87a86c.png,Hip,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18578,"One leg squat bear hug, left - SB",strength,Quads,,Intermediate,Sandbag,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0136m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/7374ab37de76ce193d796e9336b63e46860c.png,"Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19335,"Adductor massage, left - VP",cardio,Adductor,,Novice,Vibration training,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0152m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/329670500f59310f6d26a9ade9fd98ec383d.png,Hip,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18901,"Side to side waves, alternated - BRs",strength,Shoulders,Biceps,Intermediate,Battle rope,time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0162.mp4,https://uploads.fitnfi.com/exercises/thumbnails/840214974b8a1c6ed0e40dbe4c69c099a6a3.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19338,Hamstring massage - VP,cardio,Hamstrings,,Novice,Vibration training,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0156.mp4,https://uploads.fitnfi.com/exercises/thumbnails/2d342dbdde0f5b8ffcedb01f2ac60d8c7c98.png,"Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18984,Stiff leg deadlift - Trap Bar,strength,Lower Back,"Glutes, Hamstrings",Beginner,Barbell,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0052.mp4,https://uploads.fitnfi.com/exercises/thumbnails/c390939032f4180bbdb82e5e14e3be92fd54.png,"Core,Hip,Spine",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19339,Crossed lateral raise - VP,strength,Back Shoulders,"Quads, Hamstrings",Beginner,"Vibration training, Elastic bands",time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0160.mp4,https://uploads.fitnfi.com/exercises/thumbnails/1f26aa2e2e47e3ce7f414e28c32baee2c2ce.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18996,Shoulder press - barbell,strength,Shoulders,,Intermediate,Barbell,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0148.mp4,https://uploads.fitnfi.com/exercises/thumbnails/a5ca2093f08de0b910279a90b5ac13ff8ee4.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19340,Bent-over row on plate - VP,cardio,Upper Back,,Beginner,"Vibration training, Elastic bands",repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0154.mp4,https://uploads.fitnfi.com/exercises/thumbnails/0ad75401335e341d9893f652137f010d4848.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18997,Squat - Trap Bar,strength,Quads,"Lower Back, Glutes",Beginner,Barbell,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0046.mp4,https://uploads.fitnfi.com/exercises/thumbnails/f063d0cc6a90e5cf3a547a450c26c38c1107.png,"Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19341,"Bent-over row, floor - VP",cardio,Upper Back,,Beginner,Vibration training,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0145.mp4,https://uploads.fitnfi.com/exercises/thumbnails/6d13deb6ece3fbaeb3353e3aa9961bfe5c3d.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18998,Hang jump shrug - Trap bar,strength,Upper Back,"Quads, Calves",Intermediate,Barbell,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0051.mp4,https://uploads.fitnfi.com/exercises/thumbnails/a9d9fbe79dd77dc9c8b6a4f1c250ab76fb84.png,"Hip,Shoulder",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19342,Plank feet on - VP,strength,All Abs,"Quads, Calves",Novice,Vibration training,time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0149.mp4,https://uploads.fitnfi.com/exercises/thumbnails/17b7cb1891603e2c591a24d2f891d6f58e1d.png,"Core,Spine",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18999,Squat jump - Trap bar,strength,"Glutes, Quads, Calves",,Intermediate,Barbell,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0053.mp4,https://uploads.fitnfi.com/exercises/thumbnails/670c3cb4e884f7adc62ae080402135193faa.png,"Ankle,Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19343,"Cross raise, left - VP",cardio,Shoulders,,Novice,Vibration training,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0144.mp4,https://uploads.fitnfi.com/exercises/thumbnails/cd7dc418239af9347d08737d2829d21a3be6.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19331,Squat band resisted - Trap Bar,strength,Quads,Glutes,Advanced,Barbell,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0180.mp4,https://uploads.fitnfi.com/exercises/thumbnails/ff137013590fac170b1517c8db079c8f5693.png,"Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19345,Calf massage - VP,cardio,Calves,,Novice,Vibration training,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0151.mp4,https://uploads.fitnfi.com/exercises/thumbnails/d7ddf45e2eca0e8444c842ec72de94a5a383.png,Ankle,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19355,"Squat with waves, alternated - BRs",strength,"Shoulders, Quads, Obliques","Biceps, Forearms",Intermediate,Battle rope,time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0153.mp4,https://uploads.fitnfi.com/exercises/thumbnails/a94b4c5c8c526b037ee40c9b8292a9bf4b95.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19353,Waves up and down - BRs,strength,"Shoulders, Biceps, Abs - Straight Abs","Quads, Forearms",Intermediate,Battle rope,time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0150.mp4,https://uploads.fitnfi.com/exercises/thumbnails/44d0d8b5a4a2bed3cb312a540f5958abaf9c.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19356,"Lunge lateral with waves, alternated - BRs",strength,"Shoulders, Quads, Glutes","Biceps, Obliques, Forearms",Advanced,Battle rope,time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0154.mp4,https://uploads.fitnfi.com/exercises/thumbnails/b613ab53e0fa10f1b6e8577148c7e732d41d.png,"Hip,Knee,Shoulder",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19354,Waves side to side - BRs,strength,"Shoulders, Obliques",Quads,Intermediate,Battle rope,time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0151.mp4,https://uploads.fitnfi.com/exercises/thumbnails/a381fdc60c87d01899c4729b0f4b369a403e.png,"Core,Shoulder,Spine",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19358,"Split squat with waves, right - BRs",strength,"Shoulders, Quads, Biceps","Glutes, Forearms, Abs - Straight Abs",Intermediate,Battle rope,time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0155.mp4,https://uploads.fitnfi.com/exercises/thumbnails/050476352caf750d288bb4ccbd4dd2d661e2.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19378,"Hip lift, right - VP, Step",cardio,Glutes,,Beginner,Vibration training,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0150.mp4,https://uploads.fitnfi.com/exercises/thumbnails/2b4d53ec5dbc34c95a246c77b77e24587a5a.png,Hip,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19359,"Split squat with waves, left - BRs",strength,"Shoulders, Biceps, Quads","Abs - Straight Abs, Forearms, Glutes",Intermediate,Battle rope,time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0155m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/debe959e934d902a8343009d66ae50345e67.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19379,"Hip lift, left - VP, Step",cardio,Glutes,,Beginner,Vibration training,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0150m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/aa83559937be3c99a899311f67c4cb3eac1d.png,Hip,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19360,Waves in and out - BRs,strength,"Shoulders, Chest","Quads, Upper Back",Intermediate,Battle rope,time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0157.mp4,https://uploads.fitnfi.com/exercises/thumbnails/e2f46ceb321354302a968b68819b03431f3b.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19675,"Reverse lunge, alternated - BRs",strength,"Shoulders, Quads, Glutes","Biceps, Forearms, Obliques",Advanced,Battle rope,time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0164.mp4,https://uploads.fitnfi.com/exercises/thumbnails/6b8d23167c4f0c46a0e82005f6acb59ec730.png,"Hip,Knee,Shoulder",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19362,Slams - BRs,strength,"Lats, Front Shoulders, Abs - Straight Abs, Lower Back","Quads, Forearms",Advanced,Battle rope,time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0156.mp4,https://uploads.fitnfi.com/exercises/thumbnails/1cb53bed8fa0099c2d08186291ea6e1b2a43.png,"Core,Shoulder,Spine",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19940,Outside circles - BRs,strength,"Back Shoulders, Upper Back, Chest","Quads, Abs - Straight Abs, Forearms",Intermediate,Battle rope,time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0158.mp4,https://uploads.fitnfi.com/exercises/thumbnails/fb38a73485da6e7974853d3d2bdde5b40474.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19363,"Waves up and down, left - BRs",strength,"Front Shoulders, Obliques","Upper Back, Forearms",Intermediate,Battle rope,time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0159.mp4,https://uploads.fitnfi.com/exercises/thumbnails/11b1c4938c6f20da166a96250316f4efefca.png,"Core,Shoulder,Spine",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19995,Seated abdominal breathing,strength,Abs - Straight Abs,,Novice,,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0182.mp4,https://uploads.fitnfi.com/exercises/thumbnails/cc50bf811c82d37a76daaf5523850ab3bacb.png,"Core,Spine",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19364,"Waves up and down, right - BRs",strength,"Front Shoulders, Obliques","Lats, Forearms",Intermediate,Battle rope,time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0159m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/41f049301a5f0ecb218e91959a2f83f3c56f.png,"Core,Shoulder,Spine",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
20265,Lower back massage - VP,cardio,Lower Back,,Novice,Vibration training,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0187.mp4,https://uploads.fitnfi.com/exercises/thumbnails/a70e160916b6354d7970363cd084106c1083.png,"Core,Spine",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19676,Jumping jack waves - BRs,strength,"Shoulders, Legs",Full Body,Intermediate,Battle rope,time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0165.mp4,https://uploads.fitnfi.com/exercises/thumbnails/30aaded4f44b2f617bc352c8739d68b217c3.png,"Hip,Shoulder",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
20281,"One hand deadlift, left - SB",strength,Shoulders,,Intermediate,Sandbag,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0234m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/24d337e71ba3fb41cf4828850383ad10eacc.png,"Hip,Shoulder",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19677,Split jack waves - BRs,strength,"Legs, Biceps, Front Shoulders","Forearms, All Abs",Advanced,Battle rope,time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0166.mp4,https://uploads.fitnfi.com/exercises/thumbnails/0ead0561a24129fad4f1b14c7dc38fa9098f.png,"Elbow,Shoulder",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
20526,Triceps pushdown - Pulley,strength,Triceps,,Beginner,Pulley,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id1426.mp4,https://uploads.fitnfi.com/exercises/thumbnails/a03112155496ae2e42e46b818a09ea0fa061.png,"Elbow,Shoulder",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19887,Plank tap shoulder alternating,strength,Abs - Straight Abs,,Novice,,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0291.mp4,https://uploads.fitnfi.com/exercises/thumbnails/46bbdcd39d82efd8ee89ee66e551d19fa9c3.png,"Core,Shoulder,Spine",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
20527,Push-up close,strength,Chest,"Triceps, Front Shoulders",Beginner,,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0208.mp4,https://uploads.fitnfi.com/exercises/thumbnails/802def0180bad2e816aa5546f0a0ff0bf059.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19941,"Split squat outside circles, right - BRs",strength,"Quads, Back Shoulders, Upper Back, Chest","All Abs, Forearms, Glutes",Intermediate,Battle rope,time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0181.mp4,https://uploads.fitnfi.com/exercises/thumbnails/1bee04836ed95d21cf98542d3e4d07c2449f.png,"Hip,Knee,Shoulder",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
20528,Overhead triceps extension - Pulley,strength,Triceps,,Novice,Pulley,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0214.mp4,https://uploads.fitnfi.com/exercises/thumbnails/5ca7a1ca0f5a0bd282f6d06e891ee1fe923f.png,"Elbow,Shoulder",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19942,"Split squat outside circles, left - BRs",strength,"Quads, Back Shoulders, Upper Back, Chest","All Abs, Forearms, Glutes",Intermediate,Battle rope,time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0181m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/d339830c7aff1142e6f00d89e6a17dc9b225.png,"Hip,Knee,Shoulder",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
20532,"Trippling high knees, duration",cardio,Quads,,Novice,,time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0237.mp4,https://uploads.fitnfi.com/exercises/thumbnails/ad419fb9fd35b68ee60c1b28ac8e3ac1e592.png,"Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19945,Plank - VP,strength,All Abs,,Beginner,Vibration training,time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0203.mp4,https://uploads.fitnfi.com/exercises/thumbnails/8e3a8663efb84925503e94e044ec20b619c8.png,"Core,Spine",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
20539,"One hand deadlift, right - SB",strength,Lower Back,,Novice,Sandbag,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0234.mp4,https://uploads.fitnfi.com/exercises/thumbnails/32835097b95dc73ec4d05d7189a21cc709b6.png,"Core,Hip,Spine",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19949,"Arm massage, right - VP",cardio,Forearms,,Novice,Vibration training,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0242.mp4,https://uploads.fitnfi.com/exercises/thumbnails/cae5eb968f43bc59e92059936f3c687af766.png,"Elbow,Wrist",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
20540,Bent-over reverse fly - DBs,strength,Upper Back,Shoulders,Novice,Dumbbells,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0232.mp4,https://uploads.fitnfi.com/exercises/thumbnails/c9b7816c1754a3b15e7e3307cccd758a755a.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19950,"Arm massage, left - VP",cardio,Forearms,,Novice,Vibration training,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0242m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/274de2bc78e44b4a9ba93a6087460691d315.png,"Elbow,Wrist",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
20541,"Trippling heel to butt, duration",cardio,Hamstrings,,Novice,,time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0238.mp4,https://uploads.fitnfi.com/exercises/thumbnails/b1959ff09794aef0e80aa90a46df0229bdff.png,"Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19958,Shoulder massage - VP,cardio,Shoulders,,Novice,Vibration training,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0257.mp4,https://uploads.fitnfi.com/exercises/thumbnails/e059a9cf2d7ef86fee8b6d8797f84a87ceef.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
21386,Sumo squat stretch rotation,strength,"Quads, Obliques","Glutes, Hamstrings, Lower Back",Novice,,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0322.mp4,https://uploads.fitnfi.com/exercises/thumbnails/5c7ec45a0ea31e093701407200377ee15771.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19967,"Bent-over one leg calf raise, left  - VP",cardio,Calves,,Beginner,Vibration training,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0212.mp4,https://uploads.fitnfi.com/exercises/thumbnails/4ed5805c8987f4c9a05c5f1e976efe4f29ed.png,Ankle,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
21410,Squat to shoulder push press - DBs,strength,"Quads, Legs, Shoulders, Biceps, Triceps",,Novice,Dumbbells,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0357.mp4,https://uploads.fitnfi.com/exercises/thumbnails/3e831b68b45c8d15d71e3812bb1ada99a4be.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
19969,"Bent-over one leg calf raise, right - VP",cardio,Calves,,Beginner,Vibration training,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0212m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/23972f3f70dcac8ff95f32f56f85cc5fa196.png,Ankle,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
