id,exercise_name,category_name,primary_muscle_name,secondary_muscle_name,difficulty,equipment_name,exercise_type,sets,seconds_per_set,repetitions_per_set,rest_between_set,video_url_male,thumbnail_male,primary_joint_name,visible_for,exercise_intensity,intensity_value,distance,speed,met_id,gif_url,created_by,updated_by,created_by_type,updated_by_type,is_deleted
21397,Trippling - MRB,strength,"Quads, Glutes",,Novice,Resistance band,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0273.mp4,https://uploads.fitnfi.com/exercises/thumbnails/cc4cc2972b14702618161310ea31e4317586.png,"Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
21398,Trippling hands on hip,strength,"Quads, Glutes",,Novice,Resistance band,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0274.mp4,https://uploads.fitnfi.com/exercises/thumbnails/e47a3680e508105a65d75e50b755fc499d19.png,"Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
21408,Lunge walk overhead - MB,strength,"Quads, Glutes",Shoulders,Novice,Medicineball,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0295.mp4,https://uploads.fitnfi.com/exercises/thumbnails/4e27ae3684fd610cbe86f7609946137bb7a5.png,"Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
25037,Forward fly machine,strength,Chest,,Novice,Strength Machines - Weight stack,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0241.mp4,https://uploads.fitnfi.com/exercises/thumbnails/76a683f38d17cf3db42efa78fcf1de4e35ba.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
21409,Lunge walk overhead press - MB,strength,"Quads, Glutes, Shoulders",,Novice,Medicineball,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0296.mp4,https://uploads.fitnfi.com/exercises/thumbnails/fb56266503bd7fcd7651b3d328f8436366f1.png,"Hip,Knee,Shoulder",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
25038,Horizontal row narrow grip,strength,Upper Back,"Biceps, Lats, Back Shoulders",Novice,Strength Machines - Weight stack,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0242.mp4,https://uploads.fitnfi.com/exercises/thumbnails/be87e91e9b034c50edf8efc55233c909e9de.png,"Fingers,Shoulder",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
21709,"One leg squat, right - MRB",strength,Quads,,Novice,Resistance band,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0260m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/c420c999aa84cca348a0ab73cab446e2582b.png,"Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
570985,Superclub video,cardio,,,Intermediate,,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",,https://uploads.fitnfi.com/exercises/thumbnails/63d8dc69318974fe1dbec05b8061b0ace0dd.jpeg,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
21710,"Side pivot, left - MRB",strength,Glutes,Legs,Novice,Resistance band,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0259m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/e7774c899736997521eaabb03daf1bd02ae3.png,Hip,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
625543,ISCHIO JAMBIERS DYNAMIQUE EXCENTRIQUE,cardio,,,Intermediate,,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",,https://uploads.fitnfi.com/exercises/thumbnails/86e0f21699c41d5251de82fb11f3ff24ea64.jpeg,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
21759,"Front pivot, left - MRB",strength,Quads,,Novice,Resistance band,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0263m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/2e5c2865dd6f9404a6eededac0d0fd55c723.png,"Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
625544,Power Burpies,cardio,,,Intermediate,,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",,https://uploads.fitnfi.com/exercises/thumbnails/cc9b50c782e9743d19cf8885ee6800660a93.jpeg,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
21760,"Reverse pivot, left - MRB",strength,"Glutes, Hamstrings",,Novice,Resistance band,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0264m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/ba2cf6807ca1b00d1da6c4da8e1f69aad22e.png,"Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
625545,Mountain Climbers Frog Jumps,cardio,,,Intermediate,,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",,https://uploads.fitnfi.com/exercises/thumbnails/e3a3979989522e2644c339d628a782076d20.jpeg,Hip,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
21763,"Alternated pivot, left - MRB",strength,"Quads, Hamstrings",,Novice,Resistance band,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0267m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/871affdbe9345e3c3d0a10a8d64fed86e5be.png,"Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18551,"Chest stretch standing, left",strength,Chest,,Novice,Wall,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0126.mp4,https://uploads.fitnfi.com/exercises/thumbnails/fbb11c2ef4e2df0db844724c5d319988bf19.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
21768,"Diagonal front pivot, left - MRB",strength,"Glutes, Abductor",,Novice,Resistance band,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0268m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/0a81addaa61b23deb42a099674952a2a8c38.png,Hip,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18552,"Chest stretch standing, right",strength,Chest,Front Shoulders,Novice,Wall,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0126m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/b9afc80f1eece18ccf93ecac76c6cae6ac19.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
24138,"Floor press, alternated - KBs",strength,Upper Chest,,Beginner,Kettlebell,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0405.mp4,https://uploads.fitnfi.com/exercises/thumbnails/91aa2fb84623a82463142086c99e99c3863c.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18554,Deadlift - SB,strength,"Lower Back, Hamstrings, Glutes",,Beginner,Sandbag,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0087.mp4,https://uploads.fitnfi.com/exercises/thumbnails/cc47c6c39cfab78b865eb48febfc4843ef04.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
24139,Sumo squat  - KB,strength,Quads,,Intermediate,Kettlebell,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0391.mp4,https://uploads.fitnfi.com/exercises/thumbnails/e71fef47637783d3911d4626b4269cc153fc.png,"Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18555,Hang power clean and press - Barbell,strength,"Shoulders, Quads","Back, Legs",Intermediate,Barbell,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0120.mp4,https://uploads.fitnfi.com/exercises/thumbnails/9756da0dee14dfb74dfc92783a9c20791ca2.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
24140,"Squat, left - ST, KB",strength,Quads,,Beginner,"Kettlebell, Suspension trainer",repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0397.mp4,https://uploads.fitnfi.com/exercises/thumbnails/c1f5b942114f0c2745d30f5618e5848cecd8.png,"Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18556,Power clean and press - Barbell,strength,"Back, Shoulders, Legs",,Intermediate,Barbell,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0121.mp4,https://uploads.fitnfi.com/exercises/thumbnails/85804aacae29506c16f0d8a697a203d20c3c.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
24141,Hip thrust glute band activated,strength,Glutes,Lower Back,Intermediate,"Bench, Resistance band",repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0410.mp4,https://uploads.fitnfi.com/exercises/thumbnails/dd9fe032ad38135b05f13a1fe3f548400738.png,Hip,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18557,Hang clean and press - Barbell,strength,"Lower Back, Glutes, Shoulders",,Intermediate,Barbell,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0122.mp4,https://uploads.fitnfi.com/exercises/thumbnails/55ac4c9a0a53aef4fecf58bb4ac21296793b.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
24734,"Squat, right - ST, KB",strength,Quads,,Beginner,"Kettlebell, Suspension trainer",repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0397m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/4817e45362a14fa3a11d6f02b7ba1adae5a1.png,"Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18558,"Sit-up, Abmat",strength,Abs - Straight Abs,,Novice,,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0123.mp4,https://uploads.fitnfi.com/exercises/thumbnails/aa1b43637c215789246d3d86d51532346a17.png,"Core,Spine",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
25009,Hip thrust band resisted,strength,Glutes,Lower Back,Beginner,"Bench, Resistance band",repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0411.mp4,https://uploads.fitnfi.com/exercises/thumbnails/499d94e005a0cdb79274cb322925027c6e48.png,Hip,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18559,"Sit-up floor tap, Abmat",strength,Abs - Straight Abs,,Novice,,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0147.mp4,https://uploads.fitnfi.com/exercises/thumbnails/f7f1049b08377a48fc7d5961421ab0477ce5.png,"Core,Spine",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
25010,Hip thrust band resisted glute activated,strength,Glutes,Lower Back,Intermediate,"Resistance band, Bench",repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0413.mp4,https://uploads.fitnfi.com/exercises/thumbnails/25715bf8c19c96504e3ed99b31078ea67737.png,Hip,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18566,"Deadlift lateral supported power grip,left - SB",strength,"Lower Back, Glutes, Quads",,Advanced,Sandbag,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0097m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/915cf27d2acf1b56b4324413827555a208f7.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
25012,Hip thrust glute band activated - barbell,strength,Glutes,Lower Back,Intermediate,"Barbell, Resistance band",repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0416.mp4,https://uploads.fitnfi.com/exercises/thumbnails/8fffcba8ecd90583b62f5de2221308879e75.png,Hip,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18567,"Deadlift lateral supported power grip, right - SB",strength,"Lower Back, Glutes, Quads",,Advanced,Sandbag,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0097.mp4,https://uploads.fitnfi.com/exercises/thumbnails/7064091f29eed877ec7a9d544c5162003b82.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
25013,"Hip thrust band resisted one leg, left",strength,Glutes,Lower Back,Novice,"Resistance band, Bench",repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0415.mp4,https://uploads.fitnfi.com/exercises/thumbnails/b251c266a132444b53b9195595e5936d54fd.png,Hip,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18792,"Chest roll, right - FR",strength,Chest,,Beginner,Foam roller,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0125.mp4,https://uploads.fitnfi.com/exercises/thumbnails/63612ca73f894e53aba52ab257eeb1e1a28d.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
25014,Hip thrust double band resisted - barbell,strength,Glutes,Lower Back,Intermediate,"Barbell, Resistance band, Bench",repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0417.mp4,https://uploads.fitnfi.com/exercises/thumbnails/0b1b56fc5c4131618f497b092fec2c417951.png,Hip,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18793,"Chest roll, left - FR",strength,Chest,,Beginner,Foam roller,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0125m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/82eba60d7ee5dc49a780771809c6c64adaa0.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
25015,Hip thrust double band resisted glute activated,strength,Glutes,Lower Back,Advanced,"Barbell, Resistance band, Bench",repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0418.mp4,https://uploads.fitnfi.com/exercises/thumbnails/96bd3eae59700237f865491af66ead4c8bab.png,Hip,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18794,Neck mobilisation rotated,strength,Neck,,Novice,,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0026.mp4,https://uploads.fitnfi.com/exercises/thumbnails/cd80e45a7551295824c8f44d2fd831004699.png,Neck,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
25016,Deadlift - Barbell - MRB,strength,Lower Back,Glutes,Intermediate,"Barbell, Resistance band",repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0423.mp4,https://uploads.fitnfi.com/exercises/thumbnails/fee1de58eadf4a17d193d574b5b085d9f17b.png,"Core,Hip,Spine",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18795,Thorical mobilisation extensions seated,strength,"Neck, Front Shoulders",Middle Shoulders,Novice,,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0027.mp4,https://uploads.fitnfi.com/exercises/thumbnails/3b948913e6da41e98c4955982cd477a654f7.png,"Elbow,Neck,Shoulder",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
25039,Lateral raise machine 2,strength,Shoulders,,Novice,Strength Machines - Weight stack,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0243.mp4,https://uploads.fitnfi.com/exercises/thumbnails/5f7d4d505da6ae3439461b748b7c292cd872.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18798,Spinal rotation standing,strength,Back,,Novice,Parallel bars,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0033.mp4,https://uploads.fitnfi.com/exercises/thumbnails/a61ebf8ebec0f00a4a5c4fd9bd161c02927b.png,Core,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
25043,"Bicep curl machine, alternated",strength,Biceps,,Novice,Strength Machines - Weight stack,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0245a.mp4,https://uploads.fitnfi.com/exercises/thumbnails/4a00fd48011df73ebb57b7d747abad779a5d.png,Elbow,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18799,"Hamstring curl assisted standing, right",strength,Hamstrings,,Novice,Parallel bars,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0036.mp4,https://uploads.fitnfi.com/exercises/thumbnails/1f5f43cd9f1e4b0ecd60f54e4d44ce5fd04f.png,"Elbow,Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
25616,"Hip thrust band resisted one leg, right",strength,Glutes,Lower Back,Novice,"Resistance band, Bench",repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0415m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/3afaadba92ba2c3d6e2a7ad44db7da46aa63.png,Hip,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18800,"Hamstring curl assisted standing, left",strength,,Hamstrings,Novice,Parallel bars,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0036m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/fe390cb18a95dec6ed17da11a0e9b2f24e1a.png,"Elbow,Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
25627,"Hip thrust one leg, right",strength,Glutes,Lower Back,Intermediate,Bench,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0414m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/2782fea70b3cb8ac551ddb2a5ced4d0daae4.png,Hip,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18801,Calf raise assisted standing,strength,Calves,,Novice,Parallel bars,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0037.mp4,https://uploads.fitnfi.com/exercises/thumbnails/d0693d1b8b2522e54b056a7bed939e4e0d47.png,Ankle,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18553,Deadlift bear hug - SB,strength,"Lower Back, Glutes, Quads",,Beginner,Sandbag,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0092.mp4,https://uploads.fitnfi.com/exercises/thumbnails/6019e15a0cbde104e9929908b190d41262be.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18804,"Farmers walk, Hex Bar",strength,Quads,"Glutes, Hamstrings, Forearms",Novice,Barbell,time_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0047.mp4,https://uploads.fitnfi.com/exercises/thumbnails/3c503684e392e17258cf9536ddaea9abb7f0.png,"Hip,Knee",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18560,"One leg deadlift power grip, right  - SB",strength,"Lower Back, Glutes, Quads",,Intermediate,Sandbag,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0094.mp4,https://uploads.fitnfi.com/exercises/thumbnails/94d6eee226dcf2a565a665d667f61c29917d.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18822,"Swimming, board",cardio,Cardiovascular System,Full Body,Novice,,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_swimboardzflipper.mp4,https://uploads.fitnfi.com/exercises/thumbnails/29511e1bae690bae77488b50d957b016ca0e.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18561,"One leg deadlift power grip, left - SB",strength,"Lower Back, Glutes, Quads",,Intermediate,Sandbag,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0094m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/a2378fdae25be137971362d009161a95ceb4.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18823,"Swimming, Board and Flippers",cardio,Cardiovascular System,Full Body,Novice,,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_swimboardmflipper.mp4,https://uploads.fitnfi.com/exercises/thumbnails/ff0a65c2a2ccd00beb8749edd9aa2b5d84da.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18562,"One leg deadlift suitcase grip, right - SB",strength,"Lower Back, Glutes, Quads",,Intermediate,Sandbag,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0096.mp4,https://uploads.fitnfi.com/exercises/thumbnails/ae60fedd9c59b0340233101393ae57746067.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18982,Deadlift - Trap Bar,strength,"Lower Back, Hamstrings, Glutes",,Beginner,Barbell,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0045.mp4,https://uploads.fitnfi.com/exercises/thumbnails/8a988e71d125683fbf6b25bd2fcc94e7e4d4.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18563,"One leg deadlift suitcase grip, left- SB",strength,"Lower Back, Glutes, Quads",,Intermediate,Sandbag,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0096m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/a669414ab39ae742465d5d164d8629d886f6.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18983,Deadlift band resisted - Trap Bar,strength,"Lower Back, Glutes, Hamstrings",,Beginner,"Elastic bands, Barbell",repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0048.mp4,https://uploads.fitnfi.com/exercises/thumbnails/d526ecfd6416a69e6c1a717b05d1da4b00b3.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18564,"One leg deadlift suitcase grip, right - SBS",strength,"Lower Back, Glutes, Quads",,Advanced,Sandbag,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0095.mp4,https://uploads.fitnfi.com/exercises/thumbnails/e6d5392b132493264be9b4b2ee1f9ff0ee3b.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18985,Shrugs - Trap Bar,strength,Upper Back,Neck,Beginner,Barbell,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0050.mp4,https://uploads.fitnfi.com/exercises/thumbnails/226c6559ff6fa2862896850d25c4682c109f.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18565,"One leg deadlift suitcase grip, left - SBS",strength,"Lower Back, Glutes, Quads",,Advanced,Sandbag,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0095m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/5be7f4947d932b7c69129c94f90277e594de.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18986,Upper back stretch standing,strength,Upper Back,,Novice,,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0040.mp4,https://uploads.fitnfi.com/exercises/thumbnails/426dc11bf0555444cd25e994510ee8f6dd88.png,Shoulder,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18568,"One leg deadlift bear hug, right - SB",strength,"Lower Back, Glutes, Quads",,Intermediate,Sandbag,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0129.mp4,https://uploads.fitnfi.com/exercises/thumbnails/8d0958521cfee93097bcf9f7095c3731426c.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18987,Spine extension/flexion seated,strength,"Lower Back, Abs - Straight Abs",,Novice,,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0030.mp4,https://uploads.fitnfi.com/exercises/thumbnails/5f222c451c288d7f163a27caf11fcb3d1971.png,"Core,Elbow,Spine",everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18569,"One leg deadlift bear hug, left - SB",strength,"Lower Back, Glutes, Quads",,Intermediate,Sandbag,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_id0129m.mp4,https://uploads.fitnfi.com/exercises/thumbnails/0658bdcc5ffafffabd383ae912819e20b601.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
18988,Spinal extension/flexion standing,strength,"Upper Back, Lower Back","Quads, Glutes",Novice,Parallel bars,repetition_based,3,"{60.60,60}","{10,10,10}","{45, 45, 45}",https://uploads.fitnfi.com/exercises/videos/2023_sid0032.mp4,https://uploads.fitnfi.com/exercises/thumbnails/9fa5e983cebc5b01a7da414202c16cc75f23.png,Combination,everyone_in_my_gym,max_intensity,,,,,,,,admin,admin,FALSE
